INCIDENT_NUMBER;OFFENSE_CODE_GROUP;OCCURRED_ON_DATE;UCR_PART;Lat;Long
I182077872;Motor Vehicle Accident Response;26/09/2018 16:50;Part Three;4.235.740.677;-7.106.411.874
I182077865;Investigate Property;26/09/2018 16:41;Part Three;4.236.643.546;-7.106.135.413
I182077856;Other;26/09/2018 12:03;Part Three;4.238.215.679;-7.102.454.639
I182077849;Investigate Property;26/09/2018 06:00;Part Three;4.228.944.478;-7.106.559.395
I182077839;Property Lost;23/09/2018 15:30;Part Three;4.235.187.391;-7.114.936.188
I182077832;Property Found;26/09/2018 14:30;Part Three;4.230.838.705;-7.110.055.413
I182077825;Restraining Order Violations;25/09/2018 22:50;Part Two;4.229.368.748;-7.107.692.422
I182077818;Property Lost;25/09/2018 21:30;Part Three;4.234.669.542;-7.116.848.514
I182077812;Drug Violation;26/09/2018 12:00;Part Two;4.233.259.346;-7.106.863.170
I182077807;Property Lost;26/09/2018 13:45;Part Three;4.229.755.533;-7.105.970.910
I182077802;Investigate Property;26/09/2018 12:25;Part Three;4.235.902.548;-7.105.567.996
I182077797;Motor Vehicle Accident Response;26/09/2018 12:39;Part Three;4.234.729.751;-7.108.773.575
I182077791;Motor Vehicle Accident Response;26/09/2018 12:19;Part Three;4.235.480.857;-7.107.479.579
I182077784;Larceny;23/09/2018 17:27;Part One;4.234.797.240;-7.107.849.582
I182077777;Investigate Person;25/09/2018 12:00;Part Three;4.235.696.957;-7.105.441.742
I182077770;Investigate Person;26/09/2018 09:22;Part Three;4.226.201.710;-7.110.345.344
I182077764;Larceny;26/09/2018 09:00;Part One;4.237.716.786;-7.102.925.745
I182077759;Larceny;26/09/2018 08:45;Part One;4.234.044.966;-7.108.845.935
I182077753;Towed;26/09/2018 11:01;Part Three;4.233.313.016;-7.105.145.759
I182077748;Property Found;21/09/2018 20:00;Part Three;4.226.985.713;-7.110.303.251
I182077741;Property Lost;12/09/2018 14:00;Part Three;4.233.962.338;-7.110.649.737
I182077735;Robbery;26/09/2018 09:38;Part One;4.236.116.347;-7.106.391.344
I182077729;Towed;26/09/2018 08:21;Part Three;4.229.126.463;-7.106.811.401
I182077723;Drug Violation;26/09/2018 09:00;Part Two;4.226.476.280;-7.114.657.354
I182077716;Harassment;25/09/2018 08:00;Part Two;4.229.031.081;-7.116.432.802
I182077709;Towed;26/09/2018 08:12;Part Three;4.233.518.185;-7.104.968.527
I182077704;Motor Vehicle Accident Response;26/09/2018 05:25;Part Three;4.238.756.668;-7.107.238.035
I182077698;Vandalism;26/09/2018 07:42;Part Two;4.233.789.065;-7.106.919.427
I182077693;Investigate Person;26/09/2018 06:44;Part Three;4.227.683.754;-7.109.526.440
I182077686;Towed;26/09/2018 05:07;Part Three;4.229.202.539;-7.112.218.970
I182077678;Medical Assistance;26/09/2018 01:30;Part Three;4.227.938.152;-7.107.661.753
I182077672;Verbal Disputes;26/09/2018 00:55;Part Three;4.229.710.452;-7.108.807.731
I182077664;Medical Assistance;25/09/2018 23:00;Part Three;4.227.684.989;-7.112.170.659
I182077651;Simple Assault;25/09/2018 21:30;Part Two;4.235.637.531;-7.106.213.513
I182077646;Vandalism;25/09/2018 20:24;Part Two;4.227.133.005;-7.108.299.865
I182077640;Harassment;22/09/2018 10:00;Part Two;4.236.605.420;-7.103.326.208
I182077633;Investigate Property;25/09/2018 20:35;Part Three;4.227.891.039;-7.112.375.293
I182077629;Other;25/09/2018 19:27;Part Two;4.235.232.371;-7.106.400.187
I182077619;Verbal Disputes;25/09/2018 18:54;Part Three;4.234.143.928;-7.107.364.766
I182077611;Investigate Person;25/09/2018 18:24;Part Three;4.226.217.287;-7.111.245.418
I182077603;Other;25/09/2018 17:00;Part Two;4.232.291.406;-7.110.328.402
I182077595;Motor Vehicle Accident Response;25/09/2018 17:47;Part Three;4.235.919.555;-7.105.463.831
I182077588;Simple Assault;25/09/2018 17:30;Part Two;4.231.645.520;-7.108.154.380
I182077583;Other;25/09/2018 16:40;Part Two;4.231.686.672;-7.106.017.060
I182077576;Investigate Property;06/09/2018 17:11;Part Three;4.228.419.598;-7.112.476.798
I182077571;Disorderly Conduct;25/09/2018 15:27;Part Two;4.235.064.439;-7.106.811.584
I182077569;Drug Violation;25/09/2018 16:43;Part Two;4.233.367.922;-7.109.187.755
I182077563;Investigate Person;24/09/2018 15:00;Part Three;4.227.379.864;-7.106.839.030
I182077557;Larceny;19/09/2018 11:00;Part One;4.227.230.624;-7.106.721.386
I182077552;Larceny;12/09/2018 11:00;Part One;4.233.581.733;-7.107.404.383
I182077545;Residential Burglary;25/09/2018 03:54;Part One;4.227.419.690;-7.110.738.225
I182077539;Property Lost;23/09/2018 15:30;Part Three;4.231.021.459;-7.105.783.009
I182077532;Medical Assistance;25/09/2018 13:22;Part Three;4.230.010.597;-7.107.102.710
I182077526;Property Found;25/09/2018 13:33;Part Three;4.234.828.759;-7.107.891.773
I182077519;Vandalism;19/09/2018 14:35;Part Two;4.235.060.365;-7.116.847.602
I182077515;Verbal Disputes;25/09/2018 13:15;Part Three;4.232.095.643;-7.106.992.610
I182077510;Drug Violation;25/09/2018 12:32;Part Two;4.231.661.750;-7.106.407.827
I182077507;Simple Assault;25/09/2018 12:36;Part Two;4.232.411.838;-7.106.461.321
I182077503;Motor Vehicle Accident Response;24/09/2018 11:00;Part Three;4.236.165.196;-7.105.630.529
I182077498;Larceny;25/09/2018 11:57;Part One;4.233.044.113;-7.108.373.481
I182077491;Larceny;25/09/2018 11:54;Part One;4.233.506.218;-7.109.316.781
I182077485;Investigate Property;31/08/2018 00:00;Part Three;4.229.491.782;-7.105.943.678
I182077478;Fire Related Reports;25/09/2018 09:30;Part Three;4.230.497.366;-7.106.134.412
I182077470;Verbal Disputes;25/09/2018 10:00;Part Three;4.230.970.016;-7.108.582.414
I182077464;Larceny From Motor Vehicle;24/09/2018 18:00;Part One;4.234.115.127;-7.114.343.417
I182077458;Confidence Games;24/09/2018 09:15;Part Two;4.234.165.070;-7.108.678.957
I182077449;Simple Assault;25/09/2018 08:00;Part Two;4.234.682.750;-7.114.319.087
I182077443;Violations;25/09/2018 08:21;Part Two;4.233.537.410;-7.107.831.560
I182077434;Medical Assistance;25/09/2018 06:32;Part Three;4.229.755.533;-7.105.970.910
I182077423;Other Burglary;25/09/2018 02:47;Part One;4.233.043.762;-7.105.019.450
I182077414;Larceny From Motor Vehicle;24/09/2018 20:00;Part One;4.229.851.793;-7.107.499.608
I182077403;Verbal Disputes;24/09/2018 22:33;Part Three;4.229.004.971;-7.107.021.576
I182077397;Residential Burglary;24/09/2018 21:43;Part One;4.237.575.891;-7.103.536.688
I182077392;Other;24/09/2018 19:30;Part Two;4.228.576.084;-7.109.030.349
I182077382;Other;24/09/2018 20:50;Part Two;4.230.700.176;-7.106.933.556
I182077376;Verbal Disputes;24/09/2018 19:59;Part Three;4.228.098.427;-7.108.528.267
I182077368;Fraud;21/09/2018 09:00;Part Two;4.232.300.514;-7.108.081.696
I182077361;Drug Violation;24/09/2018 19:33;Part Two;4.235.241.815;-7.106.525.499
I182077361;Drug Violation;24/09/2018 19:33;Part Two;4.235.241.815;-7.106.525.499
I182077355;Operating Under the Influence;24/09/2018 19:29;Part Two;4.231.462.973;-7.109.261.520
I182077349;Other;24/09/2018 18:40;Part Two;4.232.708.642;-7.105.227.303
I182077345;Fraud;23/09/2018 16:00;Part Two;4.234.923.356;-7.107.328.090
I182077339;Motor Vehicle Accident Response;23/09/2018 10:00;Part Three;4.228.832.861;-7.105.938.355
I182077331;Property Lost;21/09/2018 19:00;Part Three;4.234.410.718;-7.110.180.260
I182077326;Drug Violation;24/09/2018 18:00;Part Two;4.233.695.500;-7.107.747.000
I182077320;Warrant Arrests;24/09/2018 17:44;Part Three;4.233.010.314;-7.107.090.185
I182077315;Larceny From Motor Vehicle;23/09/2018 21:00;Part One;4.233.112.195;-7.111.127.524
I182077306;Vandalism;21/09/2018 13:30;Part Two;4.228.606.484;-7.107.001.038
I182077299;Investigate Property;24/09/2018 15:00;Part Three;4.230.468.252;-7.105.627.865
I182077293;Other;24/09/2018 16:47;Part Two;4.229.848.866;-7.106.313.294
I182077287;Fraud;19/09/2018 08:00;Part Two;4.228.339.069;-7.107.388.628
I182077282;Other;24/09/2018 11:30;Part Two;4.233.152.757;-7.104.901.071
I182077274;Property Lost;24/09/2018 16:06;Part Three;4.231.943.966;-7.109.467.467
I182077266;Investigate Property;24/09/2018 15:10;Part Three;4.234.897.674;-7.116.277.319
I182077257;Other;24/09/2018 14:54;Part Two;4.223.357.448;-7.112.917.748
I182077251;Verbal Disputes;24/09/2018 14:24;Part Three;4.228.538.167;-7.108.546.253
I182077244;Larceny;24/09/2018 11:00;Part One;4.228.492.596;-7.107.135.254
I182077239;Larceny;24/09/2018 14:02;Part One;4.235.648.631;-7.105.928.145
I182077233;Other;24/09/2018 14:06;Part Two;4.234.346.560;-7.107.256.747
I182077229;Recovered Stolen Property;24/09/2018 13:50;Part Two;4.235.594.239;-7.106.258.333
I182077219;Larceny;30/06/2018 18:30;Part One;4.232.648.547;-7.105.487.817
I182077212;Medical Assistance;24/09/2018 13:10;Part Three;4.228.524.429;-7.116.309.167
I182077205;Larceny From Motor Vehicle;22/09/2018 01:00;Part One;4.231.845.834;-7.108.032.338
I182077199;Motor Vehicle Accident Response;24/09/2018 10:30;Part Three;4.226.216.909;-7.112.185.558
I182077194;Warrant Arrests;24/09/2018 12:28;Part Three;4.234.862.382;-7.108.277.637
I182077184;Investigate Person;24/09/2018 11:40;Part Three;4.233.110.748;-7.107.357.194
I182077182;Fraud;13/04/2018 10:30;Part Two;4.225.169.332;-7.113.199.920
I182077176;Fraud;24/09/2018 10:50;Part Two;4.229.276.044;-7.107.486.603
I182077170;Other;24/09/2018 11:30;Part Three;4.236.260.750;-7.106.132.725
I182077162;Vandalism;24/09/2018 08:54;Part Two;4.226.217.287;-7.111.245.418
I182077156;Vandalism;24/09/2018 06:40;Part Two;4.227.133.005;-7.108.299.865
I182077150;Harassment;24/09/2018 10:24;Part Two;4.232.614.300;-7.106.338.264
I182077145;Investigate Person;24/09/2018 10:13;Part Three;4.231.591.905;-7.109.691.295
I182077134;Motor Vehicle Accident Response;24/09/2018 09:01;Part Three;4.230.758.298;-7.107.607.488
I182077127;Simple Assault;24/09/2018 08:37;Part Two;4.230.461.251;-7.107.296.566
I182077118;Investigate Person;24/09/2018 07:22;Part Three;4.228.419.540;-7.107.157.967
I182077113;Firearm Violations;24/09/2018 06:20;Part Two;4.233.248.759;-7.108.365.801
I182077108;Towed;24/09/2018 05:25;Part Three;4.229.126.463;-7.106.811.401
I182077102;Larceny From Motor Vehicle;23/09/2018 19:27;Part One;4.235.249.436;-7.106.139.280
I182077092;Property Found;24/09/2018 00:19;Part Three;4.234.905.600;-7.115.049.850
I182077085;Verbal Disputes;23/09/2018 22:22;Part Three;4.224.835.129;-7.111.254.914
I182077078;Investigate Property;23/09/2018 22:24;Part Three;4.228.127.425;-7.108.654.557
I182077070;Investigate Property;23/09/2018 21:09;Part Three;4.227.446.067;-7.107.789.276
I182077065;Vandalism;23/09/2018 21:02;Part Two;4.228.741.436;-7.111.997.361
I182077057;Medical Assistance;23/09/2018 20:54;Part Three;4.232.734.041;-7.107.945.869
I182077050;Larceny From Motor Vehicle;21/09/2018 18:00;Part One;4.235.139.683;-7.108.413.209
I182077044;Fire Related Reports;23/09/2018 17:11;Part Three;4.228.560.634;-7.106.168.833
I182077039;Verbal Disputes;23/09/2018 17:40;Part Three;4.229.276.044;-7.107.486.603
I182077033;Medical Assistance;23/09/2018 19:00;Part Three;4.229.466.650;-7.115.606.645
I182077024;Verbal Disputes;23/09/2018 17:56;Part Three;4.228.956.988;-7.108.510.501
I182077017;License Plate Related Incidents;23/09/2018 18:21;Part Three;4.231.668.280;-7.105.541.001
I182077008;Vandalism;23/09/2018 00:00;Part Two;4.234.336.892;-7.110.472.158
I182077002;Missing Person Located;23/09/2018 15:04;Part Three;4.234.946.444;-7.114.270.449
I182076997;Motor Vehicle Accident Response;23/09/2018 16:38;Part Three;4.226.483.265;-7.115.567.877
I182076988;Motor Vehicle Accident Response;23/09/2018 14:57;Part Three;4.227.868.789;-7.111.734.430
I182076982;Larceny From Motor Vehicle;22/09/2018 22:00;Part One;4.234.180.625;-7.114.783.509
I182076978;Investigate Person;23/09/2018 15:25;Part Three;4.228.482.577;-7.109.137.369
I182076971;Other;23/09/2018 15:09;Part Two;4.226.922.278;-7.109.384.023
I182076965;Larceny;23/09/2018 14:43;Part One;4.232.882.991;-7.108.144.379
I182076958;Property Related Damage;23/09/2018 13:43;Part Three;4.238.025.398;-7.107.113.638
I182076952;Investigate Property;21/09/2018 17:00;Part Three;4.232.960.255;-7.103.661.269
I182076945;Confidence Games;22/09/2018 21:00;Part Two;4.235.428.377;-7.106.380.404
I182076938;Warrant Arrests;23/09/2018 11:42;Part Three;4.233.877.044;-7.107.472.348
I182076929;Violations;23/09/2018 12:02;Part Two;4.234.911.943;-7.115.469.561
I182076921;Aggravated Assault;12/09/2018 16:30;Part One;4.231.071.077;-7.107.876.813
I182076914;Verbal Disputes;23/09/2018 10:55;Part Three;4.229.937.505;-7.107.194.614
I182076906;Liquor Violation;23/09/2018 10:24;Part Two;4.232.866.284;-7.108.563.401
I182076900;Simple Assault;23/09/2018 09:17;Part Two;4.230.512.949;-7.111.461.873
I182076893;Warrant Arrests;23/09/2018 09:19;Part Three;4.237.826.370;-7.103.918.446
I182076887;Towed;22/09/2018 23:30;Part Three;4.228.131.208;-7.112.307.957
I182076878;Auto Theft;23/09/2018 07:19;Part One;4.227.673.840;-7.109.296.984
I182076869;Robbery;23/09/2018 04:57;Part One;4.228.716.674;-7.107.633.479
I182076865;Towed;23/09/2018 03:46;Part Three;4.233.936.768;-7.107.035.467
I182076856;Simple Assault;23/09/2018 02:41;Part Two;4.230.782.140;-7.108.354.076
I182076848;License Violation;23/09/2018 02:03;Part Three;4.233.018.566;-7.106.946.349
I182076842;Violations;23/09/2018 01:40;Part Two;4.228.929.101;-7.110.358.494
I182076835;Investigate Person;22/09/2018 23:50;Part Three;4.232.354.783;-7.107.225.003
I182076828;Simple Assault;23/09/2018 00:00;Part Two;4.235.370.857;-7.113.703.910
I182076816;Missing Person Reported;22/09/2018 18:00;Part Three;4.229.990.887;-7.106.424.768
I182076809;Firearm Violations;22/09/2018 22:48;Part Two;4.231.401.290;-7.108.635.277
I182076801;Investigate Property;22/09/2018 21:26;Part Three;4.235.073.963;-7.113.047.909
I182076794;Violations;22/09/2018 18:00;Part Two;4.231.872.501;-7.106.908.436
I182076788;Investigate Property;22/09/2018 20:32;Part Three;4.229.390.375;-7.111.949.639
I182076779;Simple Assault;22/09/2018 19:53;Part Two;4.230.461.251;-7.107.296.566
I182076773;Larceny;22/09/2018 13:00;Part One;4.234.280.177;-7.110.069.510
I182076768;Investigate Person;22/09/2018 20:06;Part Three;4.237.875.920;-7.105.598.086
I182076763;Investigate Person;22/09/2018 20:26;Part Three;4.228.482.577;-7.109.137.369
I182076756;Larceny;22/09/2018 18:33;Part One;4.235.997.967;-7.105.474.135
I182076748;Robbery;22/09/2018 19:21;Part One;4.234.932.471;-7.108.014.801
I182076741;Missing Person Reported;22/09/2018 17:46;Part Three;4.231.015.595;-7.107.928.347
I182076736;Warrant Arrests;22/09/2018 17:52;Part Three;4.231.071.077;-7.107.876.813
I182076729;Property Lost;21/09/2018 20:00;Part Three;4.237.546.983;-7.103.730.221
I182076718;Liquor Violation;22/09/2018 17:42;Part Two;4.232.950.632;-7.108.398.018
I182076712;Investigate Person;22/09/2018 17:20;Part Three;4.236.535.761;-7.105.302.314
I182076706;Larceny;22/09/2018 13:15;Part One;4.235.009.599;-7.107.732.110
I182076700;Motor Vehicle Accident Response;22/09/2018 01:00;Part Three;4.228.789.370;-7.112.457.277
I182076693;Drug Violation;21/09/2018 17:08;Part Two;4.233.280.882;-7.106.729.226
I182076687;Harassment;19/09/2018 03:45;Part Two;4.235.036.313;-7.106.055.809
I182076685;Warrant Arrests;22/09/2018 15:02;Part Three;4.230.725.277;-7.110.265.119
I182076677;Investigate Person;22/09/2018 15:09;Part Three;4.234.496.729;-7.106.382.224
I182076671;Liquor Violation;22/09/2018 14:54;Part Two;4.232.503.262;-7.106.915.744
I182076664;Property Lost;22/09/2018 12:45;Part Three;4.226.788.791;-7.110.067.012
I182076657;Other;22/09/2018 13:40;Part Two;4.233.178.053;-7.104.941.451
I182076650;Verbal Disputes;22/09/2018 13:24;Part Three;4.230.664.081;-7.108.584.976
I182076645;Fraud;22/09/2018 13:30;Part Two;4.234.904.422;-7.116.323.554
I182076635;Motor Vehicle Accident Response;22/09/2018 12:06;Part Three;4.232.130.479;-7.110.331.527
I182076626;Other;22/09/2018 10:45;Part Three;4.234.997.256;-7.106.348.817
I182076619;Drug Violation;22/09/2018 11:49;Part Two;4.233.254.716;-7.107.212.420
I182076608;Simple Assault;22/09/2018 09:06;Part Two;4.232.348.445;-7.110.813.006
I182076601;Larceny;22/09/2018 09:41;Part One;4.234.410.718;-7.110.180.260
I182076596;Vandalism;22/09/2018 09:49;Part Two;4.230.854.728;-7.105.821.219
I182076591;Investigate Person;22/09/2018 04:45;Part Three;4.236.322.934;-7.112.927.491
I182076581;Larceny;21/09/2018 10:00;Part One;4.233.744.152;-7.110.428.096
I182076573;Investigate Property;22/09/2018 07:25;Part Three;4.238.403.056;-7.107.426.098
I182076570;Other;22/09/2018 07:10;Part Two;4.231.404.711;-7.111.784.733
I182076564;Medical Assistance;22/09/2018 01:24;Part Three;4.230.603.974;-7.108.621.240
I182076555;Verbal Disputes;22/09/2018 03:47;Part Three;4.234.966.796;-7.113.995.527
I182076546;Investigate Person;22/09/2018 02:17;Part Three;4.228.309.189;-7.113.173.200
I182076540;Larceny;22/09/2018 03:02;Part One;4.235.698.857;-7.106.084.937
I182076533;Medical Assistance;22/09/2018 01:21;Part Three;4.225.258.881;-7.113.053.356
I182076521;Auto Theft;22/09/2018 00:07;Part One;4.232.788.516;-7.107.770.633
I182076510;Motor Vehicle Accident Response;21/09/2018 19:00;Part Three;4.236.410.725;-7.106.244.855
I182076498;Medical Assistance;21/09/2018 20:23;Part Three;4.229.742.411;-7.107.531.358
I182076489;Missing Person Located;21/09/2018 09:51;Part Three;4.232.199.862;-7.109.684.038
I182076483;Verbal Disputes;21/09/2018 20:31;Part Three;4.231.987.076;-7.107.096.263
I182076477;Investigate Property;21/09/2018 20:18;Part Three;4.234.141.672;-7.105.046.555
I182076469;Landlord/Tenant Disputes;21/09/2018 09:00;Part Three;4.231.813.233;-7.107.470.605
I182076460;Motor Vehicle Accident Response;21/09/2018 19:52;Part Three;4.228.741.147;-7.112.829.714
I182076452;Simple Assault;21/09/2018 19:36;Part Two;4.229.558.793;-7.109.012.664
I182076444;Larceny;21/09/2018 18:34;Part One;4.234.840.576;-7.108.688.339
I182076437;Larceny;21/09/2018 18:19;Part One;4.234.980.175;-7.107.840.978
I182076430;Robbery;21/09/2018 17:42;Part One;4.235.913.227;-7.107.074.326
I182076422;Property Lost;21/09/2018 18:10;Part Three;4.229.338.247;-7.111.921.695
I182076417;Larceny From Motor Vehicle;21/09/2018 05:18;Part One;4.233.543.510;-7.107.840.204
I182076413;Auto Theft;18/09/2018 19:00;Part One;4.234.621.459;-7.108.721.196
I182076402;Confidence Games;03/05/2018 00:01;Part Two;4.234.199.482;-7.106.811.525
I182076387;Motor Vehicle Accident Response;21/09/2018 16:20;Part Three;4.233.781.259;-7.104.929.183
I182076379;Auto Theft;17/09/2018 12:30;Part One;4.234.008.002;-7.115.232.713
I182076370;Investigate Person;21/09/2018 06:00;Part Three;4.235.708.711;-7.105.731.715
I182076359;Drug Violation;21/09/2018 13:33;Part Two;4.235.139.683;-7.108.413.209
I182076350;Recovered Stolen Property;21/09/2018 14:15;Part Two;4.232.931.800;-7.105.262.600
I182076343;Motor Vehicle Accident Response;21/09/2018 14:29;Part Three;4.235.415.745;-7.105.412.606
I182076336;Verbal Disputes;21/09/2018 11:36;Part Three;4.234.439.568;-7.108.632.016
I182076329;Property Lost;21/09/2018 13:24;Part Three;4.232.995.513;-7.105.369.679
I182076322;Simple Assault;21/09/2018 12:30;Part Two;4.236.492.400;-7.105.331.772
I182076316;Larceny;19/09/2018 21:00;Part One;4.235.602.373;-7.106.177.615
I182076308;Larceny;24/08/2018 09:00;Part One;4.233.044.113;-7.108.373.481
I182076301;Aggravated Assault;05/01/2018 11:00;Part One;4.235.521.625;-7.106.012.863
I182076296;Liquor Violation;21/09/2018 11:32;Part Two;4.232.952.036;-7.108.530.641
I182076281;Vandalism;20/09/2018 10:50;Part Two;4.234.020.900;-7.104.784.146
I182076275;Auto Theft;20/09/2018 15:00;Part One;4.228.662.057;-7.105.554.762
I182076268;Simple Assault;20/09/2018 14:25;Part Two;4.228.716.674;-7.107.633.479
I182076263;Towed;21/09/2018 07:32;Part Three;4.234.589.104;-7.113.602.432
I182076256;Other;21/09/2018 10:00;Part Two;4.234.453.911;-7.107.358.770
I182076249;Confidence Games;19/09/2018 10:45;Part Two;4.234.996.240;-7.114.762.531
